timestamp,staypoint_subzone,total_stay,total_stay_duration
2018-01-23T00:00:00.000+08:00,SBSZ05,2263,1109923
2018-01-23T01:00:00.000+08:00,SBSZ05,119,46754
2018-01-23T02:00:00.000+08:00,SBSZ05,95,26598
2018-01-23T03:00:00.000+08:00,SBSZ05,155,55480
2018-01-23T04:00:00.000+08:00,SBSZ05,65,14716
2018-01-23T05:00:00.000+08:00,SBSZ05,111,26118
2018-01-23T06:00:00.000+08:00,SBSZ05,346,80087
2018-01-23T07:00:00.000+08:00,SBSZ05,737,185618
2018-01-23T08:00:00.000+08:00,SBSZ05,566,138293
2018-01-23T09:00:00.000+08:00,SBSZ05,417,80689
2018-01-23T10:00:00.000+08:00,SBSZ05,356,46230
2018-01-23T11:00:00.000+08:00,SBSZ05,329,56208
2018-01-23T12:00:00.000+08:00,SBSZ05,348,64248
2018-01-23T13:00:00.000+08:00,SBSZ05,387,55525
2018-01-23T14:00:00.000+08:00,SBSZ05,360,51375
2018-01-23T15:00:00.000+08:00,SBSZ05,383,52552
2018-01-23T16:00:00.000+08:00,SBSZ05,385,52228
2018-01-23T17:00:00.000+08:00,SBSZ05,432,63060
2018-01-23T18:00:00.000+08:00,SBSZ05,586,92330
2018-01-23T19:00:00.000+08:00,SBSZ05,483,65460
2018-01-23T20:00:00.000+08:00,SBSZ05,479,55465
2018-01-23T21:00:00.000+08:00,SBSZ05,420,38565
2018-01-23T22:00:00.000+08:00,SBSZ05,325,19867
2018-01-23T23:00:00.000+08:00,SBSZ05,126,3615
2018-01-23T00:00:00.000+08:00,PLSZ04,1492,382365
2018-01-23T01:00:00.000+08:00,PLSZ04,221,40133
2018-01-23T02:00:00.000+08:00,PLSZ04,336,41526
2018-01-23T03:00:00.000+08:00,PLSZ04,284,39138
2018-01-23T04:00:00.000+08:00,PLSZ04,236,19097
2018-01-23T05:00:00.000+08:00,PLSZ04,290,22351
2018-01-23T06:00:00.000+08:00,PLSZ04,362,34813
2018-01-23T07:00:00.000+08:00,PLSZ04,1011,158903
2018-01-23T08:00:00.000+08:00,PLSZ04,1075,133239
2018-01-23T09:00:00.000+08:00,PLSZ04,923,94424
2018-01-23T10:00:00.000+08:00,PLSZ04,841,59042
2018-01-23T11:00:00.000+08:00,PLSZ04,760,50498
2018-01-23T12:00:00.000+08:00,PLSZ04,844,66115
2018-01-23T13:00:00.000+08:00,PLSZ04,807,68670
2018-01-23T14:00:00.000+08:00,PLSZ04,817,58248
2018-01-23T15:00:00.000+08:00,PLSZ04,806,54870
2018-01-23T16:00:00.000+08:00,PLSZ04,751,42304
2018-01-23T17:00:00.000+08:00,PLSZ04,716,49144
2018-01-23T18:00:00.000+08:00,PLSZ04,668,48233
2018-01-23T19:00:00.000+08:00,PLSZ04,639,49454
2018-01-23T20:00:00.000+08:00,PLSZ04,640,47207
2018-01-23T21:00:00.000+08:00,PLSZ04,656,45200
2018-01-23T22:00:00.000+08:00,PLSZ04,618,33072
2018-01-23T23:00:00.000+08:00,PLSZ04,296,8679
2018-01-23T00:00:00.000+08:00,BMSZ07,5627,2746925
2018-01-23T01:00:00.000+08:00,BMSZ07,327,132875
2018-01-23T02:00:00.000+08:00,BMSZ07,323,84369
2018-01-23T03:00:00.000+08:00,BMSZ07,494,172099
2018-01-23T04:00:00.000+08:00,BMSZ07,213,44160
2018-01-23T05:00:00.000+08:00,BMSZ07,320,64568
2018-01-23T06:00:00.000+08:00,BMSZ07,797,164890
2018-01-23T07:00:00.000+08:00,BMSZ07,2130,487216
2018-01-23T08:00:00.000+08:00,BMSZ07,3260,772175
2018-01-23T09:00:00.000+08:00,BMSZ07,3225,616259
2018-01-23T10:00:00.000+08:00,BMSZ07,2763,357459
2018-01-23T11:00:00.000+08:00,BMSZ07,2807,295914
2018-01-23T12:00:00.000+08:00,BMSZ07,2969,295666
2018-01-23T13:00:00.000+08:00,BMSZ07,2479,260265
2018-01-23T14:00:00.000+08:00,BMSZ07,2256,240444
2018-01-23T15:00:00.000+08:00,BMSZ07,2151,223339
2018-01-23T16:00:00.000+08:00,BMSZ07,2101,216396
2018-01-23T17:00:00.000+08:00,BMSZ07,2337,237985
2018-01-23T18:00:00.000+08:00,BMSZ07,2885,306638
2018-01-23T19:00:00.000+08:00,BMSZ07,2674,287937
2018-01-23T20:00:00.000+08:00,BMSZ07,1809,172365
2018-01-23T21:00:00.000+08:00,BMSZ07,1272,108300
2018-01-23T22:00:00.000+08:00,BMSZ07,953,56925
2018-01-23T23:00:00.000+08:00,BMSZ07,382,11238
2018-01-23T00:00:00.000+08:00,BMSZ06,950,436179
2018-01-23T01:00:00.000+08:00,BMSZ06,47,19901
2018-01-23T02:00:00.000+08:00,BMSZ06,50,11421
2018-01-23T03:00:00.000+08:00,BMSZ06,82,27226
2018-01-23T04:00:00.000+08:00,BMSZ06,40,5465
2018-01-23T05:00:00.000+08:00,BMSZ06,43,7068
2018-01-23T06:00:00.000+08:00,BMSZ06,244,61571
2018-01-23T07:00:00.000+08:00,BMSZ06,490,109300
2018-01-23T08:00:00.000+08:00,BMSZ06,381,82261
2018-01-23T09:00:00.000+08:00,BMSZ06,371,58942
2018-01-23T10:00:00.000+08:00,BMSZ06,265,38316
2018-01-23T11:00:00.000+08:00,BMSZ06,293,36467
