timestamp,staypoint_subzone,total_stay,total_stay_duration
2018-01-10T00:00:00.000+08:00,SBSZ05,2194,1011641
2018-01-10T01:00:00.000+08:00,SBSZ05,304,130619
2018-01-10T02:00:00.000+08:00,SBSZ05,74,19952
2018-01-10T03:00:00.000+08:00,SBSZ05,57,9454
2018-01-10T04:00:00.000+08:00,SBSZ05,73,9371
2018-01-10T05:00:00.000+08:00,SBSZ05,104,21555
2018-01-10T06:00:00.000+08:00,SBSZ05,352,77876
2018-01-10T07:00:00.000+08:00,SBSZ05,666,173993
2018-01-10T08:00:00.000+08:00,SBSZ05,579,143258
2018-01-10T09:00:00.000+08:00,SBSZ05,456,86101
2018-01-10T10:00:00.000+08:00,SBSZ05,350,55338
2018-01-10T11:00:00.000+08:00,SBSZ05,309,46980
2018-01-10T12:00:00.000+08:00,SBSZ05,281,40698
2018-01-10T13:00:00.000+08:00,SBSZ05,321,52940
2018-01-10T14:00:00.000+08:00,SBSZ05,311,47640
2018-01-10T15:00:00.000+08:00,SBSZ05,332,53540
2018-01-10T16:00:00.000+08:00,SBSZ05,414,59224
2018-01-10T17:00:00.000+08:00,SBSZ05,441,67384
2018-01-10T18:00:00.000+08:00,SBSZ05,490,74495
2018-01-10T19:00:00.000+08:00,SBSZ05,470,67150
2018-01-10T20:00:00.000+08:00,SBSZ05,468,55861
2018-01-10T21:00:00.000+08:00,SBSZ05,386,34489
2018-01-10T22:00:00.000+08:00,SBSZ05,302,19471
2018-01-10T23:00:00.000+08:00,SBSZ05,109,3318
2018-01-10T00:00:00.000+08:00,PLSZ04,1523,387510
2018-01-10T01:00:00.000+08:00,PLSZ04,447,74368
2018-01-10T02:00:00.000+08:00,PLSZ04,257,31076
2018-01-10T03:00:00.000+08:00,PLSZ04,208,19357
2018-01-10T04:00:00.000+08:00,PLSZ04,247,18477
2018-01-10T05:00:00.000+08:00,PLSZ04,271,19733
2018-01-10T06:00:00.000+08:00,PLSZ04,387,39374
2018-01-10T07:00:00.000+08:00,PLSZ04,971,176209
2018-01-10T08:00:00.000+08:00,PLSZ04,1065,147643
2018-01-10T09:00:00.000+08:00,PLSZ04,952,85448
2018-01-10T10:00:00.000+08:00,PLSZ04,865,65506
2018-01-10T11:00:00.000+08:00,PLSZ04,787,53846
2018-01-10T12:00:00.000+08:00,PLSZ04,863,67527
2018-01-10T13:00:00.000+08:00,PLSZ04,834,70118
2018-01-10T14:00:00.000+08:00,PLSZ04,779,59354
2018-01-10T15:00:00.000+08:00,PLSZ04,815,60889
2018-01-10T16:00:00.000+08:00,PLSZ04,756,45801
2018-01-10T17:00:00.000+08:00,PLSZ04,721,49202
2018-01-10T18:00:00.000+08:00,PLSZ04,581,42116
2018-01-10T19:00:00.000+08:00,PLSZ04,614,48030
2018-01-10T20:00:00.000+08:00,PLSZ04,687,55226
2018-01-10T21:00:00.000+08:00,PLSZ04,630,43701
2018-01-10T22:00:00.000+08:00,PLSZ04,635,34566
2018-01-10T23:00:00.000+08:00,PLSZ04,292,8775
2018-01-10T00:00:00.000+08:00,BMSZ07,5473,2705910
2018-01-10T01:00:00.000+08:00,BMSZ07,845,358535
2018-01-10T02:00:00.000+08:00,BMSZ07,286,67910
2018-01-10T03:00:00.000+08:00,BMSZ07,212,44200
2018-01-10T04:00:00.000+08:00,BMSZ07,247,52665
2018-01-10T05:00:00.000+08:00,BMSZ07,296,59595
2018-01-10T06:00:00.000+08:00,BMSZ07,744,162194
2018-01-10T07:00:00.000+08:00,BMSZ07,2003,442209
2018-01-10T08:00:00.000+08:00,BMSZ07,3131,730363
2018-01-10T09:00:00.000+08:00,BMSZ07,3348,628003
2018-01-10T10:00:00.000+08:00,BMSZ07,2763,364946
2018-01-10T11:00:00.000+08:00,BMSZ07,2600,282853
2018-01-10T12:00:00.000+08:00,BMSZ07,2831,272701
2018-01-10T13:00:00.000+08:00,BMSZ07,2481,262450
2018-01-10T14:00:00.000+08:00,BMSZ07,2408,248107
2018-01-10T15:00:00.000+08:00,BMSZ07,2194,220952
2018-01-10T16:00:00.000+08:00,BMSZ07,2133,215052
2018-01-10T17:00:00.000+08:00,BMSZ07,2326,231953
2018-01-10T18:00:00.000+08:00,BMSZ07,2592,279663
2018-01-10T19:00:00.000+08:00,BMSZ07,2399,265784
2018-01-10T20:00:00.000+08:00,BMSZ07,1750,165956
2018-01-10T21:00:00.000+08:00,BMSZ07,1237,104932
2018-01-10T22:00:00.000+08:00,BMSZ07,911,54759
2018-01-10T23:00:00.000+08:00,BMSZ07,400,11921
2018-01-10T00:00:00.000+08:00,BMSZ06,878,418650
2018-01-10T01:00:00.000+08:00,BMSZ06,96,39300
2018-01-10T02:00:00.000+08:00,BMSZ06,41,12846
2018-01-10T03:00:00.000+08:00,BMSZ06,40,9075
2018-01-10T04:00:00.000+08:00,BMSZ06,40,4299
2018-01-10T05:00:00.000+08:00,BMSZ06,59,7343
2018-01-10T06:00:00.000+08:00,BMSZ06,247,64014
2018-01-10T07:00:00.000+08:00,BMSZ06,508,114625
2018-01-10T08:00:00.000+08:00,BMSZ06,370,60340
2018-01-10T09:00:00.000+08:00,BMSZ06,366,64998
2018-01-10T10:00:00.000+08:00,BMSZ06,304,44032
2018-01-10T11:00:00.000+08:00,BMSZ06,293,33636
2018-01-10T12:00:00.000+08:00,BMSZ06,211,26973
2018-01-10T13:00:00.000+08:00,BMSZ06,282,32874
2018-01-10T14:00:00.000+08:00,BMSZ06,309,35727
2018-01-10T15:00:00.000+08:00,BMSZ06,250,27653
2018-01-10T16:00:00.000+08:00,BMSZ06,234,25538
2018-01-10T17:00:00.000+08:00,BMSZ06,219,24780
2018-01-10T18:00:00.000+08:00,BMSZ06,254,32360
2018-01-10T19:00:00.000+08:00,BMSZ06,292,38375
2018-01-10T20:00:00.000+08:00,BMSZ06,228,24439
2018-01-10T21:00:00.000+08:00,BMSZ06,197,16727
2018-01-10T22:00:00.000+08:00,BMSZ06,143,8507
2018-01-10T23:00:00.000+08:00,BMSZ06,59,1743
2018-01-10T00:00:00.000+08:00,GLSZ04,22653,9675139
2018-01-10T01:00:00.000+08:00,GLSZ04,3733,1245477
2018-01-10T02:00:00.000+08:00,GLSZ04,1409,300729
2018-01-10T03:00:00.000+08:00,GLSZ04,1143,233790
2018-01-10T04:00:00.000+08:00,GLSZ04,929,175167
2018-01-10T05:00:00.000+08:00,GLSZ04,1058,156921
2018-01-10T06:00:00.000+08:00,GLSZ04,2853,536045
2018-01-10T07:00:00.000+08:00,GLSZ04,5586,949440
2018-01-10T08:00:00.000+08:00,GLSZ04,6728,1140212
2018-01-10T09:00:00.000+08:00,GLSZ04,6531,955749
2018-01-10T10:00:00.000+08:00,GLSZ04,6240,793757
2018-01-10T11:00:00.000+08:00,GLSZ04,6016,640537
2018-01-10T12:00:00.000+08:00,GLSZ04,6730,631868
2018-01-10T13:00:00.000+08:00,GLSZ04,6079,593463
2018-01-10T14:00:00.000+08:00,GLSZ04,5825,589460
2018-01-10T15:00:00.000+08:00,GLSZ04,5733,592865
2018-01-10T16:00:00.000+08:00,GLSZ04,6060,660945
2018-01-10T17:00:00.000+08:00,GLSZ04,7036,810073
2018-01-10T18:00:00.000+08:00,GLSZ04,9673,1090571
2018-01-10T19:00:00.000+08:00,GLSZ04,9956,1104497
2018-01-10T20:00:00.000+08:00,GLSZ04,7449,724204
