timestamp,staypoint_subzone,total_stay,total_stay_duration
2018-01-19T00:00:00.000+08:00,SBSZ05,2225,1057146
2018-01-19T01:00:00.000+08:00,SBSZ05,323,131274
2018-01-19T02:00:00.000+08:00,SBSZ05,96,21836
2018-01-19T03:00:00.000+08:00,SBSZ05,53,14477
2018-01-19T04:00:00.000+08:00,SBSZ05,68,13159
2018-01-19T05:00:00.000+08:00,SBSZ05,101,19980
2018-01-19T06:00:00.000+08:00,SBSZ05,308,71705
2018-01-19T07:00:00.000+08:00,SBSZ05,701,184327
2018-01-19T08:00:00.000+08:00,SBSZ05,543,126083
2018-01-19T09:00:00.000+08:00,SBSZ05,439,79928
2018-01-19T10:00:00.000+08:00,SBSZ05,375,63755
2018-01-19T11:00:00.000+08:00,SBSZ05,320,45827
2018-01-19T12:00:00.000+08:00,SBSZ05,358,56308
2018-01-19T13:00:00.000+08:00,SBSZ05,456,66361
2018-01-19T14:00:00.000+08:00,SBSZ05,339,44046
2018-01-19T15:00:00.000+08:00,SBSZ05,340,49306
2018-01-19T16:00:00.000+08:00,SBSZ05,366,48908
2018-01-19T17:00:00.000+08:00,SBSZ05,379,56447
2018-01-19T18:00:00.000+08:00,SBSZ05,468,67917
2018-01-19T19:00:00.000+08:00,SBSZ05,498,70982
2018-01-19T20:00:00.000+08:00,SBSZ05,423,49316
2018-01-19T21:00:00.000+08:00,SBSZ05,432,39649
2018-01-19T22:00:00.000+08:00,SBSZ05,359,22360
2018-01-19T23:00:00.000+08:00,SBSZ05,159,4532
2018-01-19T00:00:00.000+08:00,PLSZ04,1538,386384
2018-01-19T01:00:00.000+08:00,PLSZ04,451,79904
2018-01-19T02:00:00.000+08:00,PLSZ04,284,35298
2018-01-19T03:00:00.000+08:00,PLSZ04,244,24253
2018-01-19T04:00:00.000+08:00,PLSZ04,212,14166
2018-01-19T05:00:00.000+08:00,PLSZ04,277,22552
2018-01-19T06:00:00.000+08:00,PLSZ04,421,38218
2018-01-19T07:00:00.000+08:00,PLSZ04,1034,150904
2018-01-19T08:00:00.000+08:00,PLSZ04,975,119241
2018-01-19T09:00:00.000+08:00,PLSZ04,873,80972
2018-01-19T10:00:00.000+08:00,PLSZ04,786,54010
2018-01-19T11:00:00.000+08:00,PLSZ04,770,50062
2018-01-19T12:00:00.000+08:00,PLSZ04,849,67572
2018-01-19T13:00:00.000+08:00,PLSZ04,819,61110
2018-01-19T14:00:00.000+08:00,PLSZ04,900,64719
2018-01-19T15:00:00.000+08:00,PLSZ04,825,48739
2018-01-19T16:00:00.000+08:00,PLSZ04,720,45930
2018-01-19T17:00:00.000+08:00,PLSZ04,659,43424
2018-01-19T18:00:00.000+08:00,PLSZ04,576,45426
2018-01-19T19:00:00.000+08:00,PLSZ04,618,47702
2018-01-19T20:00:00.000+08:00,PLSZ04,640,47192
2018-01-19T21:00:00.000+08:00,PLSZ04,609,40737
2018-01-19T22:00:00.000+08:00,PLSZ04,612,33095
2018-01-19T23:00:00.000+08:00,PLSZ04,270,8054
2018-01-19T00:00:00.000+08:00,BMSZ07,5733,2772413
2018-01-19T01:00:00.000+08:00,BMSZ07,918,390533
2018-01-19T02:00:00.000+08:00,BMSZ07,248,57276
2018-01-19T03:00:00.000+08:00,BMSZ07,219,44163
2018-01-19T04:00:00.000+08:00,BMSZ07,203,41784
2018-01-19T05:00:00.000+08:00,BMSZ07,288,45675
2018-01-19T06:00:00.000+08:00,BMSZ07,743,161044
2018-01-19T07:00:00.000+08:00,BMSZ07,1952,415443
2018-01-19T08:00:00.000+08:00,BMSZ07,3232,726726
2018-01-19T09:00:00.000+08:00,BMSZ07,3243,598150
2018-01-19T10:00:00.000+08:00,BMSZ07,2774,347197
2018-01-19T11:00:00.000+08:00,BMSZ07,2932,290330
2018-01-19T12:00:00.000+08:00,BMSZ07,3299,321014
2018-01-19T13:00:00.000+08:00,BMSZ07,2712,280499
2018-01-19T14:00:00.000+08:00,BMSZ07,2634,268297
2018-01-19T15:00:00.000+08:00,BMSZ07,2411,227537
2018-01-19T16:00:00.000+08:00,BMSZ07,2394,229827
2018-01-19T17:00:00.000+08:00,BMSZ07,2288,235319
2018-01-19T18:00:00.000+08:00,BMSZ07,2803,295433
2018-01-19T19:00:00.000+08:00,BMSZ07,2826,297448
2018-01-19T20:00:00.000+08:00,BMSZ07,2064,194416
2018-01-19T21:00:00.000+08:00,BMSZ07,1434,114518
2018-01-19T22:00:00.000+08:00,BMSZ07,1197,69823
2018-01-19T23:00:00.000+08:00,BMSZ07,486,14653
2018-01-19T00:00:00.000+08:00,BMSZ06,886,432837
2018-01-19T01:00:00.000+08:00,BMSZ06,113,52781
2018-01-19T02:00:00.000+08:00,BMSZ06,40,8728
2018-01-19T03:00:00.000+08:00,BMSZ06,40,6276
2018-01-19T04:00:00.000+08:00,BMSZ06,40,5709
2018-01-19T05:00:00.000+08:00,BMSZ06,49,10203
2018-01-19T06:00:00.000+08:00,BMSZ06,269,64271
2018-01-19T07:00:00.000+08:00,BMSZ06,427,101473
2018-01-19T08:00:00.000+08:00,BMSZ06,356,70094
2018-01-19T09:00:00.000+08:00,BMSZ06,351,52945
2018-01-19T10:00:00.000+08:00,BMSZ06,294,40480
2018-01-19T11:00:00.000+08:00,BMSZ06,301,31721
2018-01-19T12:00:00.000+08:00,BMSZ06,243,31717
2018-01-19T13:00:00.000+08:00,BMSZ06,300,34604
2018-01-19T14:00:00.000+08:00,BMSZ06,298,32841
2018-01-19T15:00:00.000+08:00,BMSZ06,282,27516
2018-01-19T16:00:00.000+08:00,BMSZ06,243,26340
2018-01-19T17:00:00.000+08:00,BMSZ06,258,28929
2018-01-19T18:00:00.000+08:00,BMSZ06,387,45454
2018-01-19T19:00:00.000+08:00,BMSZ06,300,34205
2018-01-19T20:00:00.000+08:00,BMSZ06,216,23449
2018-01-19T21:00:00.000+08:00,BMSZ06,212,18554
2018-01-19T22:00:00.000+08:00,BMSZ06,180,10158
