timestamp,staypoint_subzone,total_stay,total_stay_duration
2018-01-11T00:00:00.000+08:00,SBSZ05,2109,984402
2018-01-11T01:00:00.000+08:00,SBSZ05,336,138674
2018-01-11T02:00:00.000+08:00,SBSZ05,84,18678
2018-01-11T03:00:00.000+08:00,SBSZ05,73,17354
2018-01-11T04:00:00.000+08:00,SBSZ05,68,11352
2018-01-11T05:00:00.000+08:00,SBSZ05,96,17412
2018-01-11T06:00:00.000+08:00,SBSZ05,306,75930
2018-01-11T07:00:00.000+08:00,SBSZ05,656,172415
2018-01-11T08:00:00.000+08:00,SBSZ05,522,120787
2018-01-11T09:00:00.000+08:00,SBSZ05,373,70541
2018-01-11T10:00:00.000+08:00,SBSZ05,328,53870
2018-01-11T11:00:00.000+08:00,SBSZ05,355,53700
2018-01-11T12:00:00.000+08:00,SBSZ05,285,40923
2018-01-11T13:00:00.000+08:00,SBSZ05,333,52313
2018-01-11T14:00:00.000+08:00,SBSZ05,358,49309
2018-01-11T15:00:00.000+08:00,SBSZ05,371,50756
2018-01-11T16:00:00.000+08:00,SBSZ05,381,59042
2018-01-11T17:00:00.000+08:00,SBSZ05,401,62574
2018-01-11T18:00:00.000+08:00,SBSZ05,433,67646
2018-01-11T19:00:00.000+08:00,SBSZ05,483,71104
2018-01-11T20:00:00.000+08:00,SBSZ05,416,48206
2018-01-11T21:00:00.000+08:00,SBSZ05,369,35082
2018-01-11T22:00:00.000+08:00,SBSZ05,352,21287
2018-01-11T23:00:00.000+08:00,SBSZ05,130,3963
2018-01-11T00:00:00.000+08:00,PLSZ04,1570,401972
2018-01-11T01:00:00.000+08:00,PLSZ04,408,71368
2018-01-11T02:00:00.000+08:00,PLSZ04,288,38890
2018-01-11T03:00:00.000+08:00,PLSZ04,211,23360
2018-01-11T04:00:00.000+08:00,PLSZ04,189,14276
2018-01-11T05:00:00.000+08:00,PLSZ04,258,21852
2018-01-11T06:00:00.000+08:00,PLSZ04,387,39577
2018-01-11T07:00:00.000+08:00,PLSZ04,859,150910
2018-01-11T08:00:00.000+08:00,PLSZ04,1058,132896
2018-01-11T09:00:00.000+08:00,PLSZ04,1011,104222
2018-01-11T10:00:00.000+08:00,PLSZ04,838,63171
2018-01-11T11:00:00.000+08:00,PLSZ04,805,51674
2018-01-11T12:00:00.000+08:00,PLSZ04,907,66926
2018-01-11T13:00:00.000+08:00,PLSZ04,902,72262
2018-01-11T14:00:00.000+08:00,PLSZ04,761,50092
2018-01-11T15:00:00.000+08:00,PLSZ04,784,49357
2018-01-11T16:00:00.000+08:00,PLSZ04,736,42284
2018-01-11T17:00:00.000+08:00,PLSZ04,706,42290
2018-01-11T18:00:00.000+08:00,PLSZ04,648,51904
2018-01-11T19:00:00.000+08:00,PLSZ04,718,57361
2018-01-11T20:00:00.000+08:00,PLSZ04,645,50879
2018-01-11T21:00:00.000+08:00,PLSZ04,571,41081
2018-01-11T22:00:00.000+08:00,PLSZ04,566,30453
2018-01-11T23:00:00.000+08:00,PLSZ04,288,8415
2018-01-11T00:00:00.000+08:00,BMSZ07,5478,2546421
2018-01-11T01:00:00.000+08:00,BMSZ07,1291,540074
2018-01-11T02:00:00.000+08:00,BMSZ07,286,65590
2018-01-11T03:00:00.000+08:00,BMSZ07,243,45577
2018-01-11T04:00:00.000+08:00,BMSZ07,257,48551
2018-01-11T05:00:00.000+08:00,BMSZ07,305,60649
2018-01-11T06:00:00.000+08:00,BMSZ07,730,163468
2018-01-11T07:00:00.000+08:00,BMSZ07,1885,414723
2018-01-11T08:00:00.000+08:00,BMSZ07,3031,723903
2018-01-11T09:00:00.000+08:00,BMSZ07,3131,613640
2018-01-11T10:00:00.000+08:00,BMSZ07,2770,379256
2018-01-11T11:00:00.000+08:00,BMSZ07,2731,282449
2018-01-11T12:00:00.000+08:00,BMSZ07,3083,308924
2018-01-11T13:00:00.000+08:00,BMSZ07,2531,257231
2018-01-11T14:00:00.000+08:00,BMSZ07,2376,228635
2018-01-11T15:00:00.000+08:00,BMSZ07,2334,233158
2018-01-11T16:00:00.000+08:00,BMSZ07,2288,227892
2018-01-11T17:00:00.000+08:00,BMSZ07,2668,272720
2018-01-11T18:00:00.000+08:00,BMSZ07,2835,314916
2018-01-11T19:00:00.000+08:00,BMSZ07,2541,272707
2018-01-11T20:00:00.000+08:00,BMSZ07,1777,170342
2018-01-11T21:00:00.000+08:00,BMSZ07,1299,109342
2018-01-11T22:00:00.000+08:00,BMSZ07,972,57835
2018-01-11T23:00:00.000+08:00,BMSZ07,394,11474
2018-01-11T00:00:00.000+08:00,BMSZ06,892,409751
2018-01-11T01:00:00.000+08:00,BMSZ06,151,65478
2018-01-11T02:00:00.000+08:00,BMSZ06,40,9298
2018-01-11T03:00:00.000+08:00,BMSZ06,40,6545
2018-01-11T04:00:00.000+08:00,BMSZ06,40,4148
2018-01-11T05:00:00.000+08:00,BMSZ06,40,5366
2018-01-11T06:00:00.000+08:00,BMSZ06,201,57823
2018-01-11T07:00:00.000+08:00,BMSZ06,543,135075
2018-01-11T08:00:00.000+08:00,BMSZ06,340,68906
2018-01-11T09:00:00.000+08:00,BMSZ06,367,64672
2018-01-11T10:00:00.000+08:00,BMSZ06,336,52476
2018-01-11T11:00:00.000+08:00,BMSZ06,319,41997
2018-01-11T12:00:00.000+08:00,BMSZ06,248,30745
2018-01-11T13:00:00.000+08:00,BMSZ06,279,30144
2018-01-11T14:00:00.000+08:00,BMSZ06,281,35213
2018-01-11T15:00:00.000+08:00,BMSZ06,316,32407
2018-01-11T16:00:00.000+08:00,BMSZ06,250,29902
2018-01-11T17:00:00.000+08:00,BMSZ06,261,27751
2018-01-11T18:00:00.000+08:00,BMSZ06,311,39015
2018-01-11T19:00:00.000+08:00,BMSZ06,286,38644
2018-01-11T20:00:00.000+08:00,BMSZ06,247,28575
2018-01-11T21:00:00.000+08:00,BMSZ06,204,18470
2018-01-11T22:00:00.000+08:00,BMSZ06,136,7917
2018-01-11T23:00:00.000+08:00,BMSZ06,58,1686
2018-01-11T00:00:00.000+08:00,GLSZ04,22830,9826073
2018-01-11T01:00:00.000+08:00,GLSZ04,3684,1240572
2018-01-11T02:00:00.000+08:00,GLSZ04,1355,287734
