timestamp,staypoint_subzone,total_stay,total_stay_duration
2018-02-10T00:00:00.000+08:00,SBSZ05,1708,857109
2018-02-10T01:00:00.000+08:00,SBSZ05,398,190140
2018-02-10T02:00:00.000+08:00,SBSZ05,85,26648
2018-02-10T03:00:00.000+08:00,SBSZ05,68,17153
2018-02-10T04:00:00.000+08:00,SBSZ05,43,9899
2018-02-10T05:00:00.000+08:00,SBSZ05,65,14053
2018-02-10T06:00:00.000+08:00,SBSZ05,224,59745
2018-02-10T07:00:00.000+08:00,SBSZ05,541,160742
2018-02-10T08:00:00.000+08:00,SBSZ05,527,119558
2018-02-10T09:00:00.000+08:00,SBSZ05,428,94062
2018-02-10T10:00:00.000+08:00,SBSZ05,460,86088
2018-02-10T11:00:00.000+08:00,SBSZ05,428,79255
2018-02-10T12:00:00.000+08:00,SBSZ05,378,60158
2018-02-10T13:00:00.000+08:00,SBSZ05,417,77967
2018-02-10T14:00:00.000+08:00,SBSZ05,412,68809
2018-02-10T15:00:00.000+08:00,SBSZ05,419,64855
2018-02-10T16:00:00.000+08:00,SBSZ05,360,55099
2018-02-10T17:00:00.000+08:00,SBSZ05,409,67735
2018-02-10T18:00:00.000+08:00,SBSZ05,470,70678
2018-02-10T19:00:00.000+08:00,SBSZ05,433,55451
2018-02-10T20:00:00.000+08:00,SBSZ05,344,40082
2018-02-10T21:00:00.000+08:00,SBSZ05,421,39317
2018-02-10T22:00:00.000+08:00,SBSZ05,383,23164
2018-02-10T23:00:00.000+08:00,SBSZ05,153,4441
2018-02-10T00:00:00.000+08:00,PLSZ04,1112,294446
2018-02-10T01:00:00.000+08:00,PLSZ04,439,89606
2018-02-10T02:00:00.000+08:00,PLSZ04,217,28456
2018-02-10T03:00:00.000+08:00,PLSZ04,192,19913
2018-02-10T04:00:00.000+08:00,PLSZ04,166,13454
2018-02-10T05:00:00.000+08:00,PLSZ04,217,22939
2018-02-10T06:00:00.000+08:00,PLSZ04,261,32402
2018-02-10T07:00:00.000+08:00,PLSZ04,483,69498
2018-02-10T08:00:00.000+08:00,PLSZ04,651,69554
2018-02-10T09:00:00.000+08:00,PLSZ04,589,57100
2018-02-10T10:00:00.000+08:00,PLSZ04,591,43787
2018-02-10T11:00:00.000+08:00,PLSZ04,532,40968
2018-02-10T12:00:00.000+08:00,PLSZ04,548,44633
2018-02-10T13:00:00.000+08:00,PLSZ04,540,44235
2018-02-10T14:00:00.000+08:00,PLSZ04,567,39729
2018-02-10T15:00:00.000+08:00,PLSZ04,524,41064
2018-02-10T16:00:00.000+08:00,PLSZ04,547,41560
2018-02-10T17:00:00.000+08:00,PLSZ04,487,39117
2018-02-10T18:00:00.000+08:00,PLSZ04,509,44547
2018-02-10T19:00:00.000+08:00,PLSZ04,455,38377
2018-02-10T20:00:00.000+08:00,PLSZ04,432,34805
2018-02-10T21:00:00.000+08:00,PLSZ04,456,33360
2018-02-10T22:00:00.000+08:00,PLSZ04,441,25102
2018-02-10T23:00:00.000+08:00,PLSZ04,208,5874
2018-02-10T00:00:00.000+08:00,BMSZ07,4145,2131544
2018-02-10T01:00:00.000+08:00,BMSZ07,964,467140
2018-02-10T02:00:00.000+08:00,BMSZ07,306,89608
2018-02-10T03:00:00.000+08:00,BMSZ07,255,65531
2018-02-10T04:00:00.000+08:00,BMSZ07,181,51657
2018-02-10T05:00:00.000+08:00,BMSZ07,230,49986
2018-02-10T06:00:00.000+08:00,BMSZ07,440,120047
2018-02-10T07:00:00.000+08:00,BMSZ07,922,227631
