timestamp,staypoint_subzone,total_stay,total_stay_duration
2018-01-16T00:00:00.000+08:00,SBSZ05,2113,1008115
2018-01-16T01:00:00.000+08:00,SBSZ05,263,113122
2018-01-16T02:00:00.000+08:00,SBSZ05,80,19396
2018-01-16T03:00:00.000+08:00,SBSZ05,108,32210
2018-01-16T04:00:00.000+08:00,SBSZ05,50,7510
2018-01-16T05:00:00.000+08:00,SBSZ05,97,19911
2018-01-16T06:00:00.000+08:00,SBSZ05,317,85746
2018-01-16T07:00:00.000+08:00,SBSZ05,706,181891
2018-01-16T08:00:00.000+08:00,SBSZ05,522,123827
2018-01-16T09:00:00.000+08:00,SBSZ05,424,82665
2018-01-16T10:00:00.000+08:00,SBSZ05,365,54534
2018-01-16T11:00:00.000+08:00,SBSZ05,311,47988
2018-01-16T12:00:00.000+08:00,SBSZ05,358,55864
2018-01-16T13:00:00.000+08:00,SBSZ05,394,52053
2018-01-16T14:00:00.000+08:00,SBSZ05,362,51763
2018-01-16T15:00:00.000+08:00,SBSZ05,419,64294
2018-01-16T16:00:00.000+08:00,SBSZ05,412,56480
2018-01-16T17:00:00.000+08:00,SBSZ05,454,67286
2018-01-16T18:00:00.000+08:00,SBSZ05,564,94839
2018-01-16T19:00:00.000+08:00,SBSZ05,568,77176
2018-01-16T20:00:00.000+08:00,SBSZ05,444,52862
2018-01-16T21:00:00.000+08:00,SBSZ05,397,35517
2018-01-16T22:00:00.000+08:00,SBSZ05,296,17349
2018-01-16T23:00:00.000+08:00,SBSZ05,136,4191
2018-01-16T00:00:00.000+08:00,PLSZ04,1532,367531
2018-01-16T01:00:00.000+08:00,PLSZ04,394,72896
2018-01-16T02:00:00.000+08:00,PLSZ04,308,40937
2018-01-16T03:00:00.000+08:00,PLSZ04,228,27586
2018-01-16T04:00:00.000+08:00,PLSZ04,201,15753
2018-01-16T05:00:00.000+08:00,PLSZ04,259,17544
2018-01-16T06:00:00.000+08:00,PLSZ04,392,41128
2018-01-16T07:00:00.000+08:00,PLSZ04,988,160172
2018-01-16T08:00:00.000+08:00,PLSZ04,1068,145415
2018-01-16T09:00:00.000+08:00,PLSZ04,960,95937
2018-01-16T10:00:00.000+08:00,PLSZ04,795,55446
2018-01-16T11:00:00.000+08:00,PLSZ04,753,45835
2018-01-16T12:00:00.000+08:00,PLSZ04,887,71242
2018-01-16T13:00:00.000+08:00,PLSZ04,857,68537
2018-01-16T14:00:00.000+08:00,PLSZ04,738,50829
2018-01-16T15:00:00.000+08:00,PLSZ04,797,51859
2018-01-16T16:00:00.000+08:00,PLSZ04,780,46004
2018-01-16T17:00:00.000+08:00,PLSZ04,693,42347
2018-01-16T18:00:00.000+08:00,PLSZ04,657,48449
2018-01-16T19:00:00.000+08:00,PLSZ04,662,53696
2018-01-16T20:00:00.000+08:00,PLSZ04,663,49288
2018-01-16T21:00:00.000+08:00,PLSZ04,670,47396
2018-01-16T22:00:00.000+08:00,PLSZ04,582,31760
2018-01-16T23:00:00.000+08:00,PLSZ04,282,8451
2018-01-16T00:00:00.000+08:00,BMSZ07,5635,2737651
2018-01-16T01:00:00.000+08:00,BMSZ07,770,343161
2018-01-16T02:00:00.000+08:00,BMSZ07,294,75126
2018-01-16T03:00:00.000+08:00,BMSZ07,292,86651
2018-01-16T04:00:00.000+08:00,BMSZ07,220,38287
2018-01-16T05:00:00.000+08:00,BMSZ07,266,53555
2018-01-16T06:00:00.000+08:00,BMSZ07,795,171017
2018-01-16T07:00:00.000+08:00,BMSZ07,2101,460241
2018-01-16T08:00:00.000+08:00,BMSZ07,3152,756516
2018-01-16T09:00:00.000+08:00,BMSZ07,2996,573442
2018-01-16T10:00:00.000+08:00,BMSZ07,2805,396728
2018-01-16T11:00:00.000+08:00,BMSZ07,2757,303343
2018-01-16T12:00:00.000+08:00,BMSZ07,3035,282398
2018-01-16T13:00:00.000+08:00,BMSZ07,2647,259807
2018-01-16T14:00:00.000+08:00,BMSZ07,2498,262160
2018-01-16T15:00:00.000+08:00,BMSZ07,2263,223388
2018-01-16T16:00:00.000+08:00,BMSZ07,2346,235464
2018-01-16T17:00:00.000+08:00,BMSZ07,2345,226307
2018-01-16T18:00:00.000+08:00,BMSZ07,2859,311405
2018-01-16T19:00:00.000+08:00,BMSZ07,2672,274014
2018-01-16T20:00:00.000+08:00,BMSZ07,1851,176684
2018-01-16T21:00:00.000+08:00,BMSZ07,1324,107707
2018-01-16T22:00:00.000+08:00,BMSZ07,984,58181
2018-01-16T23:00:00.000+08:00,BMSZ07,393,11521
2018-01-16T00:00:00.000+08:00,BMSZ06,918,439654
2018-01-16T01:00:00.000+08:00,BMSZ06,126,42274
2018-01-16T02:00:00.000+08:00,BMSZ06,40,8440
2018-01-16T03:00:00.000+08:00,BMSZ06,40,9076
2018-01-16T04:00:00.000+08:00,BMSZ06,40,2074
2018-01-16T05:00:00.000+08:00,BMSZ06,50,9722
2018-01-16T06:00:00.000+08:00,BMSZ06,270,70914
2018-01-16T07:00:00.000+08:00,BMSZ06,549,124279
2018-01-16T08:00:00.000+08:00,BMSZ06,373,64196
2018-01-16T09:00:00.000+08:00,BMSZ06,390,56106
2018-01-16T10:00:00.000+08:00,BMSZ06,328,50303
2018-01-16T11:00:00.000+08:00,BMSZ06,282,36741
2018-01-16T12:00:00.000+08:00,BMSZ06,219,26387
2018-01-16T13:00:00.000+08:00,BMSZ06,282,34185
2018-01-16T14:00:00.000+08:00,BMSZ06,304,30041
2018-01-16T15:00:00.000+08:00,BMSZ06,242,23289
2018-01-16T16:00:00.000+08:00,BMSZ06,263,27952
2018-01-16T17:00:00.000+08:00,BMSZ06,251,28284
2018-01-16T18:00:00.000+08:00,BMSZ06,336,43501
2018-01-16T19:00:00.000+08:00,BMSZ06,305,34552
2018-01-16T20:00:00.000+08:00,BMSZ06,261,26680
2018-01-16T21:00:00.000+08:00,BMSZ06,240,20300
2018-01-16T22:00:00.000+08:00,BMSZ06,159,9210
2018-01-16T23:00:00.000+08:00,BMSZ06,66,2009
2018-01-16T00:00:00.000+08:00,GLSZ04,22985,10003390
2018-01-16T01:00:00.000+08:00,GLSZ04,3417,1125395
2018-01-16T02:00:00.000+08:00,GLSZ04,1432,297442
2018-01-16T03:00:00.000+08:00,GLSZ04,1432,326502
2018-01-16T04:00:00.000+08:00,GLSZ04,799,149342
2018-01-16T05:00:00.000+08:00,GLSZ04,1138,177995
2018-01-16T06:00:00.000+08:00,GLSZ04,3083,619832
2018-01-16T07:00:00.000+08:00,GLSZ04,5748,1026159
2018-01-16T08:00:00.000+08:00,GLSZ04,6815,1146490
2018-01-16T09:00:00.000+08:00,GLSZ04,6610,929527
2018-01-16T10:00:00.000+08:00,GLSZ04,5902,721261
2018-01-16T11:00:00.000+08:00,GLSZ04,6375,638228
2018-01-16T12:00:00.000+08:00,GLSZ04,6940,634213
2018-01-16T13:00:00.000+08:00,GLSZ04,6669,643477
2018-01-16T14:00:00.000+08:00,GLSZ04,6508,642324
2018-01-16T15:00:00.000+08:00,GLSZ04,5920,574604
2018-01-16T16:00:00.000+08:00,GLSZ04,6279,640361
2018-01-16T17:00:00.000+08:00,GLSZ04,7182,800877
2018-01-16T18:00:00.000+08:00,GLSZ04,10010,1119011
2018-01-16T19:00:00.000+08:00,GLSZ04,10178,1124276
2018-01-16T20:00:00.000+08:00,GLSZ04,7823,750955
2018-01-16T21:00:00.000+08:00,GLSZ04,6340,506023
2018-01-16T22:00:00.000+08:00,GLSZ04,5211,298330
2018-01-16T23:00:00.000+08:00,GLSZ04,2264,67063
2018-01-16T00:00:00.000+08:00,BTSZ01,5724,2656815
2018-01-16T01:00:00.000+08:00,BTSZ01,832,299601
2018-01-16T02:00:00.000+08:00,BTSZ01,408,77494
2018-01-16T03:00:00.000+08:00,BTSZ01,338,65362
2018-01-16T04:00:00.000+08:00,BTSZ01,275,36880
2018-01-16T05:00:00.000+08:00,BTSZ01,387,50700
2018-01-16T06:00:00.000+08:00,BTSZ01,975,153841
2018-01-16T07:00:00.000+08:00,BTSZ01,2269,462718
2018-01-16T08:00:00.000+08:00,BTSZ01,4142,876079
2018-01-16T09:00:00.000+08:00,BTSZ01,3503,638326
2018-01-16T10:00:00.000+08:00,BTSZ01,3056,452903
2018-01-16T11:00:00.000+08:00,BTSZ01,3692,503802
2018-01-16T12:00:00.000+08:00,BTSZ01,4178,487796
2018-01-16T13:00:00.000+08:00,BTSZ01,3228,336968
2018-01-16T14:00:00.000+08:00,BTSZ01,2870,296142
2018-01-16T15:00:00.000+08:00,BTSZ01,2928,296018
2018-01-16T16:00:00.000+08:00,BTSZ01,2616,251579
2018-01-16T17:00:00.000+08:00,BTSZ01,2819,274161
2018-01-16T18:00:00.000+08:00,BTSZ01,5077,454652
2018-01-16T19:00:00.000+08:00,BTSZ01,3861,346445
2018-01-16T20:00:00.000+08:00,BTSZ01,2318,190193
2018-01-16T21:00:00.000+08:00,BTSZ01,1899,135979
2018-01-16T22:00:00.000+08:00,BTSZ01,1455,78408
2018-01-16T23:00:00.000+08:00,BTSZ01,587,17431
2018-01-16T00:00:00.000+08:00,SESZ04,7318,3393294
2018-01-16T01:00:00.000+08:00,SESZ04,1071,420255
2018-01-16T02:00:00.000+08:00,SESZ04,320,69101
2018-01-16T03:00:00.000+08:00,SESZ04,375,79624
2018-01-16T04:00:00.000+08:00,SESZ04,258,35415
2018-01-16T05:00:00.000+08:00,SESZ04,428,68910
2018-01-16T06:00:00.000+08:00,SESZ04,1073,224612
2018-01-16T07:00:00.000+08:00,SESZ04,2454,622551
2018-01-16T08:00:00.000+08:00,SESZ04,1863,375299
2018-01-16T09:00:00.000+08:00,SESZ04,1478,235345
2018-01-16T10:00:00.000+08:00,SESZ04,1327,202395
2018-01-16T11:00:00.000+08:00,SESZ04,1300,167967
2018-01-16T12:00:00.000+08:00,SESZ04,1218,143964
2018-01-16T13:00:00.000+08:00,SESZ04,1476,174704
2018-01-16T14:00:00.000+08:00,SESZ04,1504,178425
2018-01-16T15:00:00.000+08:00,SESZ04,1515,167905
2018-01-16T16:00:00.000+08:00,SESZ04,1492,160472
2018-01-16T17:00:00.000+08:00,SESZ04,1769,222507
2018-01-16T18:00:00.000+08:00,SESZ04,2250,290219
2018-01-16T19:00:00.000+08:00,SESZ04,2458,293177
2018-01-16T20:00:00.000+08:00,SESZ04,1989,200499
2018-01-16T21:00:00.000+08:00,SESZ04,1759,144171
2018-01-16T22:00:00.000+08:00,SESZ04,1369,79023
2018-01-16T23:00:00.000+08:00,SESZ04,544,16027
2018-01-16T00:00:00.000+08:00,AMSZ01,1648,842433
2018-01-16T01:00:00.000+08:00,AMSZ01,204,99798
2018-01-16T02:00:00.000+08:00,AMSZ01,61,18525
2018-01-16T03:00:00.000+08:00,AMSZ01,81,21415
2018-01-16T04:00:00.000+08:00,AMSZ01,77,16148
2018-01-16T05:00:00.000+08:00,AMSZ01,180,25719
2018-01-16T06:00:00.000+08:00,AMSZ01,467,52963
2018-01-16T07:00:00.000+08:00,AMSZ01,1015,134873
2018-01-16T08:00:00.000+08:00,AMSZ01,1196,166417
2018-01-16T09:00:00.000+08:00,AMSZ01,1261,190660
